area_name,area_code,date,new_cases,total_cases
Redbridge,E09000026,08/09/2020,13,1444
Richmond upon Thames,E09000027,08/09/2020,4,714
Southwark,E09000028,08/09/2020,10,1738
Sutton,E09000029,08/09/2020,4,1124
Tower Hamlets,E09000030,08/09/2020,18,1153
Waltham Forest,E09000031,08/09/2020,6,1245
Wandsworth,E09000032,08/09/2020,16,1544
Westminster,E09000033,08/09/2020,7,1039
Barking and Dagenham,E09000002,09/09/2020,12,968
Barnet,E09000003,09/09/2020,20,2045
Bexley,E09000004,09/09/2020,4,1226
Brent,E09000005,09/09/2020,18,2051
Bromley,E09000006,09/09/2020,6,1732
Camden,E09000007,09/09/2020,6,911
Croydon,E09000008,09/09/2020,8,2113
Ealing,E09000009,09/09/2020,16,1960
Enfield,E09000010,09/09/2020,14,1492
Greenwich,E09000011,09/09/2020,11,1142
Hackney and City of London,E09000012,09/09/2020,15,1298
Hammersmith and Fulham,E09000013,09/09/2020,4,1004
Haringey,E09000014,09/09/2020,6,1025
Harrow,E09000015,09/09/2020,13,1568
Havering,E09000016,09/09/2020,10,1234
Hillingdon,E09000017,09/09/2020,15,1416
Hounslow,E09000018,09/09/2020,16,1424
Islington,E09000019,09/09/2020,8,742
Kensington and Chelsea,E09000020,09/09/2020,11,771
Kingston upon Thames,E09000021,09/09/2020,2,877
Lambeth,E09000022,09/09/2020,15,1718
Lewisham,E09000023,09/09/2020,8,1434
Merton,E09000024,09/09/2020,4,1078
Newham,E09000025,09/09/2020,18,1656
Redbridge,E09000026,09/09/2020,16,1460
Richmond upon Thames,E09000027,09/09/2020,7,721
Southwark,E09000028,09/09/2020,11,1749
Sutton,E09000029,09/09/2020,2,1126
Tower Hamlets,E09000030,09/09/2020,16,1169
Waltham Forest,E09000031,09/09/2020,7,1252
Wandsworth,E09000032,09/09/2020,10,1554
Westminster,E09000033,09/09/2020,6,1045
Barking and Dagenham,E09000002,10/09/2020,17,985
Barnet,E09000003,10/09/2020,18,2063
Bexley,E09000004,10/09/2020,5,1231
Brent,E09000005,10/09/2020,15,2066
Bromley,E09000006,10/09/2020,13,1745
Camden,E09000007,10/09/2020,8,919
Croydon,E09000008,10/09/2020,12,2125
Ealing,E09000009,10/09/2020,12,1972
Enfield,E09000010,10/09/2020,24,1516
Greenwich,E09000011,10/09/2020,3,1145
Hackney and City of London,E09000012,10/09/2020,12,1310
Hammersmith and Fulham,E09000013,10/09/2020,8,1012
Haringey,E09000014,10/09/2020,12,1037
Harrow,E09000015,10/09/2020,10,1578
Havering,E09000016,10/09/2020,12,1246
Hillingdon,E09000017,10/09/2020,11,1427
Hounslow,E09000018,10/09/2020,28,1452
Islington,E09000019,10/09/2020,5,747
Kensington and Chelsea,E09000020,10/09/2020,8,779
Kingston upon Thames,E09000021,10/09/2020,6,883
Lambeth,E09000022,10/09/2020,15,1733
Lewisham,E09000023,10/09/2020,8,1442
Merton,E09000024,10/09/2020,9,1087
Newham,E09000025,10/09/2020,17,1673
Redbridge,E09000026,10/09/2020,18,1478
Richmond upon Thames,E09000027,10/09/2020,5,726
Southwark,E09000028,10/09/2020,12,1761
Sutton,E09000029,10/09/2020,5,1131
Tower Hamlets,E09000030,10/09/2020,13,1182
Waltham Forest,E09000031,10/09/2020,17,1269
Wandsworth,E09000032,10/09/2020,19,1573
Westminster,E09000033,10/09/2020,14,1059
Barking and Dagenham,E09000002,11/09/2020,11,996
Barnet,E09000003,11/09/2020,12,2075
Bexley,E09000004,11/09/2020,7,1238
Brent,E09000005,11/09/2020,8,2074
Bromley,E09000006,11/09/2020,4,1749
Camden,E09000007,11/09/2020,10,929
Croydon,E09000008,11/09/2020,6,2131
Ealing,E09000009,11/09/2020,11,1983
Enfield,E09000010,11/09/2020,12,1528
Greenwich,E09000011,11/09/2020,10,1155
Hackney and City of London,E09000012,11/09/2020,11,1321
Hammersmith and Fulham,E09000013,11/09/2020,4,1016
Haringey,E09000014,11/09/2020,19,1056
Harrow,E09000015,11/09/2020,8,1586
Havering,E09000016,11/09/2020,20,1266
Hillingdon,E09000017,11/09/2020,6,1433
Hounslow,E09000018,11/09/2020,13,1465
Islington,E09000019,11/09/2020,7,754
Kensington and Chelsea,E09000020,11/09/2020,7,786
Kingston upon Thames,E09000021,11/09/2020,4,887
Lambeth,E09000022,11/09/2020,9,1742
Lewisham,E09000023,11/09/2020,10,1452
Merton,E09000024,11/09/2020,6,1093
Newham,E09000025,11/09/2020,13,1686
Redbridge,E09000026,11/09/2020,33,1511
Richmond upon Thames,E09000027,11/09/2020,3,729
Southwark,E09000028,11/09/2020,10,1771
Sutton,E09000029,11/09/2020,3,1134
Tower Hamlets,E09000030,11/09/2020,14,1196
Waltham Forest,E09000031,11/09/2020,14,1283
Wandsworth,E09000032,11/09/2020,14,1587
Westminster,E09000033,11/09/2020,3,1062
Barking and Dagenham,E09000002,12/09/2020,8,1004
Barnet,E09000003,12/09/2020,6,2081
Bexley,E09000004,12/09/2020,2,1240
Brent,E09000005,12/09/2020,8,2082
Bromley,E09000006,12/09/2020,1,1750
Camden,E09000007,12/09/2020,9,938
Croydon,E09000008,12/09/2020,3,2134
Ealing,E09000009,12/09/2020,14,1997
Enfield,E09000010,12/09/2020,8,1536
Greenwich,E09000011,12/09/2020,13,1168
Hackney and City of London,E09000012,12/09/2020,9,1330
Hammersmith and Fulham,E09000013,12/09/2020,10,1026
Haringey,E09000014,12/09/2020,5,1061
Harrow,E09000015,12/09/2020,5,1591
Havering,E09000016,12/09/2020,5,1271
Hillingdon,E09000017,12/09/2020,7,1440
Hounslow,E09000018,12/09/2020,11,1476
Islington,E09000019,12/09/2020,5,759
Kensington and Chelsea,E09000020,12/09/2020,2,788
Kingston upon Thames,E09000021,12/09/2020,11,898
Lambeth,E09000022,12/09/2020,7,1749
Lewisham,E09000023,12/09/2020,5,1457
Merton,E09000024,12/09/2020,3,1096
Newham,E09000025,12/09/2020,15,1701
Redbridge,E09000026,12/09/2020,8,1519
Richmond upon Thames,E09000027,12/09/2020,6,735
Southwark,E09000028,12/09/2020,6,1777
Sutton,E09000029,12/09/2020,7,1141
Tower Hamlets,E09000030,12/09/2020,8,1204
Waltham Forest,E09000031,12/09/2020,15,1298
Wandsworth,E09000032,12/09/2020,7,1594
Westminster,E09000033,12/09/2020,3,1065
Barking and Dagenham,E09000002,13/09/2020,6,1010
Barnet,E09000003,13/09/2020,4,2085
Bexley,E09000004,13/09/2020,0,1240
Brent,E09000005,13/09/2020,3,2085
Bromley,E09000006,13/09/2020,6,1756
Camden,E09000007,13/09/2020,3,941
Croydon,E09000008,13/09/2020,4,2138
Ealing,E09000009,13/09/2020,3,2000
Enfield,E09000010,13/09/2020,5,1541
Greenwich,E09000011,13/09/2020,1,1169
Hackney and City of London,E09000012,13/09/2020,5,1335
Hammersmith and Fulham,E09000013,13/09/2020,5,1031
Haringey,E09000014,13/09/2020,4,1065
Harrow,E09000015,13/09/2020,3,1594
Havering,E09000016,13/09/2020,9,1280
Hillingdon,E09000017,13/09/2020,6,1446
Hounslow,E09000018,13/09/2020,6,1482
Islington,E09000019,13/09/2020,1,760
Kensington and Chelsea,E09000020,13/09/2020,0,788
Kingston upon Thames,E09000021,13/09/2020,2,900
Lambeth,E09000022,13/09/2020,3,1752
Lewisham,E09000023,13/09/2020,3,1460
Merton,E09000024,13/09/2020,7,1103
Newham,E09000025,13/09/2020,0,1701
Redbridge,E09000026,13/09/2020,10,1529
Richmond upon Thames,E09000027,13/09/2020,2,737
Southwark,E09000028,13/09/2020,2,1779
Sutton,E09000029,13/09/2020,2,1143
Tower Hamlets,E09000030,13/09/2020,2,1206
Waltham Forest,E09000031,13/09/2020,4,1302
Wandsworth,E09000032,13/09/2020,4,1598
Westminster,E09000033,13/09/2020,1,1066
Barking and Dagenham,E09000002,14/09/2020,8,1018
Barnet,E09000003,14/09/2020,16,2101
Bexley,E09000004,14/09/2020,7,1247
Brent,E09000005,14/09/2020,9,2094
Bromley,E09000006,14/09/2020,12,1768
Camden,E09000007,14/09/2020,10,951
Croydon,E09000008,14/09/2020,6,2144
Ealing,E09000009,14/09/2020,17,2017
Enfield,E09000010,14/09/2020,15,1556
Greenwich,E09000011,14/09/2020,5,1174
Hackney and City of London,E09000012,14/09/2020,14,1349
Hammersmith and Fulham,E09000013,14/09/2020,5,1036
Haringey,E09000014,14/09/2020,9,1074
Harrow,E09000015,14/09/2020,11,1605
Havering,E09000016,14/09/2020,4,1284
Hillingdon,E09000017,14/09/2020,10,1456
Hounslow,E09000018,14/09/2020,15,1497
Islington,E09000019,14/09/2020,8,768
Kensington and Chelsea,E09000020,14/09/2020,5,793
Kingston upon Thames,E09000021,14/09/2020,2,902
Lambeth,E09000022,14/09/2020,10,1762
Lewisham,E09000023,14/09/2020,10,1470
Merton,E09000024,14/09/2020,1,1104
Newham,E09000025,14/09/2020,17,1718
Redbridge,E09000026,14/09/2020,21,1550
Richmond upon Thames,E09000027,14/09/2020,3,740
Southwark,E09000028,14/09/2020,11,1790
Sutton,E09000029,14/09/2020,5,1148
Tower Hamlets,E09000030,14/09/2020,11,1217
Waltham Forest,E09000031,14/09/2020,5,1307
Wandsworth,E09000032,14/09/2020,9,1607
Westminster,E09000033,14/09/2020,8,1074
Barking and Dagenham,E09000002,15/09/2020,6,1024
Barnet,E09000003,15/09/2020,11,2112
Bexley,E09000004,15/09/2020,4,1251
Brent,E09000005,15/09/2020,11,2105
Bromley,E09000006,15/09/2020,2,1770
Camden,E09000007,15/09/2020,10,961
Croydon,E09000008,15/09/2020,9,2153
Ealing,E09000009,15/09/2020,2,2019
Enfield,E09000010,15/09/2020,7,1563
Greenwich,E09000011,15/09/2020,5,1179
Hackney and City of London,E09000012,15/09/2020,12,1361
Hammersmith and Fulham,E09000013,15/09/2020,4,1040
Haringey,E09000014,15/09/2020,9,1083
Harrow,E09000015,15/09/2020,5,1610
Havering,E09000016,15/09/2020,12,1296
Hillingdon,E09000017,15/09/2020,11,1467
Hounslow,E09000018,15/09/2020,11,1508
Islington,E09000019,15/09/2020,10,778
Kensington and Chelsea,E09000020,15/09/2020,8,801
Kingston upon Thames,E09000021,15/09/2020,4,906
Lambeth,E09000022,15/09/2020,14,1776
Lewisham,E09000023,15/09/2020,9,1479
Merton,E09000024,15/09/2020,4,1108
Newham,E09000025,15/09/2020,13,1731
Redbridge,E09000026,15/09/2020,30,1580
Richmond upon Thames,E09000027,15/09/2020,7,747
Southwark,E09000028,15/09/2020,7,1797
Sutton,E09000029,15/09/2020,2,1150
Tower Hamlets,E09000030,15/09/2020,8,1225
Waltham Forest,E09000031,15/09/2020,12,1319
Wandsworth,E09000032,15/09/2020,5,1612
Westminster,E09000033,15/09/2020,9,1083
Barking and Dagenham,E09000002,16/09/2020,9,1033
Barnet,E09000003,16/09/2020,12,2124
Bexley,E09000004,16/09/2020,2,1253
Brent,E09000005,16/09/2020,12,2117
Bromley,E09000006,16/09/2020,5,1775
Camden,E09000007,16/09/2020,5,966
Croydon,E09000008,16/09/2020,7,2160
Ealing,E09000009,16/09/2020,14,2033
Enfield,E09000010,16/09/2020,10,1573
Greenwich,E09000011,16/09/2020,6,1185
Hackney and City of London,E09000012,16/09/2020,5,1366
Hammersmith and Fulham,E09000013,16/09/2020,11,1051
Haringey,E09000014,16/09/2020,11,1094
Harrow,E09000015,16/09/2020,9,1619
Havering,E09000016,16/09/2020,9,1305
Hillingdon,E09000017,16/09/2020,23,1490
Hounslow,E09000018,16/09/2020,10,1518
Islington,E09000019,16/09/2020,12,790
Kensington and Chelsea,E09000020,16/09/2020,6,807
Kingston upon Thames,E09000021,16/09/2020,5,911
Lambeth,E09000022,16/09/2020,6,1782
Lewisham,E09000023,16/09/2020,12,1491
Merton,E09000024,16/09/2020,7,1115
Newham,E09000025,16/09/2020,13,1744
Redbridge,E09000026,16/09/2020,17,1597
Richmond upon Thames,E09000027,16/09/2020,3,750
Southwark,E09000028,16/09/2020,14,1811
Sutton,E09000029,16/09/2020,3,1153
Tower Hamlets,E09000030,16/09/2020,13,1238
Waltham Forest,E09000031,16/09/2020,18,1337
Wandsworth,E09000032,16/09/2020,9,1621
Westminster,E09000033,16/09/2020,8,1091
Barking and Dagenham,E09000002,17/09/2020,22,1055
Barnet,E09000003,17/09/2020,11,2135
Bexley,E09000004,17/09/2020,6,1259
Brent,E09000005,17/09/2020,14,2131
Bromley,E09000006,17/09/2020,8,1783
Camden,E09000007,17/09/2020,6,972
Croydon,E09000008,17/09/2020,7,2167
Ealing,E09000009,17/09/2020,10,2043
Enfield,E09000010,17/09/2020,17,1590
Greenwich,E09000011,17/09/2020,8,1193
Hackney and City of London,E09000012,17/09/2020,10,1376
Hammersmith and Fulham,E09000013,17/09/2020,5,1056
Haringey,E09000014,17/09/2020,11,1105
Harrow,E09000015,17/09/2020,13,1632
Havering,E09000016,17/09/2020,20,1325
Hillingdon,E09000017,17/09/2020,8,1498
Hounslow,E09000018,17/09/2020,5,1523
Islington,E09000019,17/09/2020,8,798
Kensington and Chelsea,E09000020,17/09/2020,2,809
Kingston upon Thames,E09000021,17/09/2020,5,916
Lambeth,E09000022,17/09/2020,6,1788
Lewisham,E09000023,17/09/2020,5,1496
Merton,E09000024,17/09/2020,2,1117
Newham,E09000025,17/09/2020,23,1767
Redbridge,E09000026,17/09/2020,21,1618
Richmond upon Thames,E09000027,17/09/2020,4,754
Southwark,E09000028,17/09/2020,15,1826
Sutton,E09000029,17/09/2020,7,1160
Tower Hamlets,E09000030,17/09/2020,18,1256
Waltham Forest,E09000031,17/09/2020,11,1348
Wandsworth,E09000032,17/09/2020,9,1630
Westminster,E09000033,17/09/2020,7,1098
Barking and Dagenham,E09000002,18/09/2020,14,1069
Barnet,E09000003,18/09/2020,13,2148
Bexley,E09000004,18/09/2020,13,1272
Brent,E09000005,18/09/2020,14,2145
Bromley,E09000006,18/09/2020,11,1794
Camden,E09000007,18/09/2020,10,982
Croydon,E09000008,18/09/2020,20,2187
Ealing,E09000009,18/09/2020,21,2064
Enfield,E09000010,18/09/2020,15,1605
Greenwich,E09000011,18/09/2020,8,1201
Hackney and City of London,E09000012,18/09/2020,9,1385
Hammersmith and Fulham,E09000013,18/09/2020,8,1064
Haringey,E09000014,18/09/2020,7,1112
Harrow,E09000015,18/09/2020,8,1640
Havering,E09000016,18/09/2020,17,1342
Hillingdon,E09000017,18/09/2020,16,1514
Hounslow,E09000018,18/09/2020,11,1534
Islington,E09000019,18/09/2020,5,803
Kensington and Chelsea,E09000020,18/09/2020,6,815
Kingston upon Thames,E09000021,18/09/2020,4,920
Lambeth,E09000022,18/09/2020,9,1797
Lewisham,E09000023,18/09/2020,11,1507
Merton,E09000024,18/09/2020,5,1122
Newham,E09000025,18/09/2020,11,1778
Redbridge,E09000026,18/09/2020,34,1652
Richmond upon Thames,E09000027,18/09/2020,6,760
Southwark,E09000028,18/09/2020,14,1840
Sutton,E09000029,18/09/2020,7,1167
Tower Hamlets,E09000030,18/09/2020,18,1274
Waltham Forest,E09000031,18/09/2020,14,1362
Wandsworth,E09000032,18/09/2020,20,1650
Westminster,E09000033,18/09/2020,15,1113
Barking and Dagenham,E09000002,19/09/2020,13,1082
Barnet,E09000003,19/09/2020,14,2162
Bexley,E09000004,19/09/2020,10,1282
Brent,E09000005,19/09/2020,12,2157
Bromley,E09000006,19/09/2020,7,1801
Camden,E09000007,19/09/2020,6,988
Croydon,E09000008,19/09/2020,6,2193
Ealing,E09000009,19/09/2020,12,2076
Enfield,E09000010,19/09/2020,10,1615
Greenwich,E09000011,19/09/2020,6,1207
Hackney and City of London,E09000012,19/09/2020,6,1391
Hammersmith and Fulham,E09000013,19/09/2020,7,1071
Haringey,E09000014,19/09/2020,12,1124
Harrow,E09000015,19/09/2020,12,1652
Havering,E09000016,19/09/2020,14,1356
Hillingdon,E09000017,19/09/2020,24,1538
Hounslow,E09000018,19/09/2020,15,1549
Islington,E09000019,19/09/2020,12,815
Kensington and Chelsea,E09000020,19/09/2020,2,817
Kingston upon Thames,E09000021,19/09/2020,10,930
Lambeth,E09000022,19/09/2020,8,1805
Lewisham,E09000023,19/09/2020,9,1516
Merton,E09000024,19/09/2020,4,1126
Newham,E09000025,19/09/2020,28,1806
Redbridge,E09000026,19/09/2020,39,1691
Richmond upon Thames,E09000027,19/09/2020,6,766
Southwark,E09000028,19/09/2020,16,1856
Sutton,E09000029,19/09/2020,2,1169
Tower Hamlets,E09000030,19/09/2020,17,1291
Waltham Forest,E09000031,19/09/2020,10,1372
Wandsworth,E09000032,19/09/2020,9,1659
Westminster,E09000033,19/09/2020,4,1117
Barking and Dagenham,E09000002,20/09/2020,25,1107
Barnet,E09000003,20/09/2020,16,2178
Bexley,E09000004,20/09/2020,16,1298
Brent,E09000005,20/09/2020,21,2178
Bromley,E09000006,20/09/2020,9,1810
Camden,E09000007,20/09/2020,16,1004
Croydon,E09000008,20/09/2020,8,2201
Ealing,E09000009,20/09/2020,19,2095
Enfield,E09000010,20/09/2020,20,1635
Greenwich,E09000011,20/09/2020,8,1215
Hackney and City of London,E09000012,20/09/2020,16,1407
Hammersmith and Fulham,E09000013,20/09/2020,1,1072
Haringey,E09000014,20/09/2020,23,1147
Harrow,E09000015,20/09/2020,12,1664
Havering,E09000016,20/09/2020,11,1367
Hillingdon,E09000017,20/09/2020,14,1552
Hounslow,E09000018,20/09/2020,16,1565
Islington,E09000019,20/09/2020,7,822
Kensington and Chelsea,E09000020,20/09/2020,6,823
Kingston upon Thames,E09000021,20/09/2020,6,936
Lambeth,E09000022,20/09/2020,13,1818
Lewisham,E09000023,20/09/2020,7,1523
Merton,E09000024,20/09/2020,4,1130
Newham,E09000025,20/09/2020,27,1833
Redbridge,E09000026,20/09/2020,28,1719
Richmond upon Thames,E09000027,20/09/2020,2,768
Southwark,E09000028,20/09/2020,13,1869
Sutton,E09000029,20/09/2020,3,1172
Tower Hamlets,E09000030,20/09/2020,20,1311
Waltham Forest,E09000031,20/09/2020,19,1391
Wandsworth,E09000032,20/09/2020,9,1668
Westminster,E09000033,20/09/2020,6,1123
Barking and Dagenham,E09000002,21/09/2020,15,1122
Barnet,E09000003,21/09/2020,27,2205
Bexley,E09000004,21/09/2020,16,1314
Brent,E09000005,21/09/2020,17,2195
Bromley,E09000006,21/09/2020,11,1821
Camden,E09000007,21/09/2020,6,1010
Croydon,E09000008,21/09/2020,11,2212
Ealing,E09000009,21/09/2020,17,2112
Enfield,E09000010,21/09/2020,15,1650
Greenwich,E09000011,21/09/2020,10,1225
Hackney and City of London,E09000012,21/09/2020,17,1424
Hammersmith and Fulham,E09000013,21/09/2020,8,1080
Haringey,E09000014,21/09/2020,7,1154
Harrow,E09000015,21/09/2020,5,1669
Havering,E09000016,21/09/2020,10,1377
Hillingdon,E09000017,21/09/2020,16,1568
Hounslow,E09000018,21/09/2020,9,1574
Islington,E09000019,21/09/2020,17,839
Kensington and Chelsea,E09000020,21/09/2020,7,830
Kingston upon Thames,E09000021,21/09/2020,4,940
Lambeth,E09000022,21/09/2020,27,1845
Lewisham,E09000023,21/09/2020,9,1532
Merton,E09000024,21/09/2020,2,1132
Newham,E09000025,21/09/2020,26,1859
Redbridge,E09000026,21/09/2020,18,1737
Richmond upon Thames,E09000027,21/09/2020,5,773
Southwark,E09000028,21/09/2020,19,1888
Sutton,E09000029,21/09/2020,11,1183
Tower Hamlets,E09000030,21/09/2020,31,1342
Waltham Forest,E09000031,21/09/2020,17,1408
Wandsworth,E09000032,21/09/2020,18,1686
Westminster,E09000033,21/09/2020,5,1128
Barking and Dagenham,E09000002,22/09/2020,23,1145
Barnet,E09000003,22/09/2020,18,2223
Bexley,E09000004,22/09/2020,12,1326
Brent,E09000005,22/09/2020,23,2218
Bromley,E09000006,22/09/2020,10,1831
Camden,E09000007,22/09/2020,11,1021
Croydon,E09000008,22/09/2020,13,2225
Ealing,E09000009,22/09/2020,30,2142
Enfield,E09000010,22/09/2020,17,1667
Greenwich,E09000011,22/09/2020,18,1243
Hackney and City of London,E09000012,22/09/2020,13,1437
Hammersmith and Fulham,E09000013,22/09/2020,10,1090
Haringey,E09000014,22/09/2020,15,1169
Harrow,E09000015,22/09/2020,21,1690
Havering,E09000016,22/09/2020,19,1396
Hillingdon,E09000017,22/09/2020,24,1592
Hounslow,E09000018,22/09/2020,19,1593
Islington,E09000019,22/09/2020,17,856
Kensington and Chelsea,E09000020,22/09/2020,4,834
Kingston upon Thames,E09000021,22/09/2020,8,948
Lambeth,E09000022,22/09/2020,17,1862
Lewisham,E09000023,22/09/2020,10,1542
Merton,E09000024,22/09/2020,8,1140
Newham,E09000025,22/09/2020,19,1878
Redbridge,E09000026,22/09/2020,27,1764
Richmond upon Thames,E09000027,22/09/2020,10,783
Southwark,E09000028,22/09/2020,20,1908
Sutton,E09000029,22/09/2020,13,1196
Tower Hamlets,E09000030,22/09/2020,32,1374
Waltham Forest,E09000031,22/09/2020,21,1429
Wandsworth,E09000032,22/09/2020,19,1705
Westminster,E09000033,22/09/2020,19,1147
Barking and Dagenham,E09000002,23/09/2020,27,1172
Barnet,E09000003,23/09/2020,23,2246
Bexley,E09000004,23/09/2020,12,1338
Brent,E09000005,23/09/2020,32,2250
Bromley,E09000006,23/09/2020,20,1851
Camden,E09000007,23/09/2020,15,1036
Croydon,E09000008,23/09/2020,15,2240
Ealing,E09000009,23/09/2020,26,2168
Enfield,E09000010,23/09/2020,18,1685
Greenwich,E09000011,23/09/2020,18,1261
Hackney and City of London,E09000012,23/09/2020,22,1459
Hammersmith and Fulham,E09000013,23/09/2020,12,1102
Haringey,E09000014,23/09/2020,15,1184
Harrow,E09000015,23/09/2020,18,1708
Havering,E09000016,23/09/2020,35,1431
Hillingdon,E09000017,23/09/2020,42,1634
Hounslow,E09000018,23/09/2020,35,1628
Islington,E09000019,23/09/2020,15,871
Kensington and Chelsea,E09000020,23/09/2020,9,843
Kingston upon Thames,E09000021,23/09/2020,2,950
Lambeth,E09000022,23/09/2020,16,1878
Lewisham,E09000023,23/09/2020,15,1557
Merton,E09000024,23/09/2020,12,1152
Newham,E09000025,23/09/2020,34,1912
Redbridge,E09000026,23/09/2020,37,1801
Richmond upon Thames,E09000027,23/09/2020,7,790
Southwark,E09000028,23/09/2020,30,1938
Sutton,E09000029,23/09/2020,6,1202
Tower Hamlets,E09000030,23/09/2020,27,1401
Waltham Forest,E09000031,23/09/2020,22,1451
Wandsworth,E09000032,23/09/2020,17,1722
Westminster,E09000033,23/09/2020,12,1159
Barking and Dagenham,E09000002,24/09/2020,15,1187
Barnet,E09000003,24/09/2020,31,2277
Bexley,E09000004,24/09/2020,9,1347
Brent,E09000005,24/09/2020,28,2278
Bromley,E09000006,24/09/2020,14,1865
Camden,E09000007,24/09/2020,13,1049
Croydon,E09000008,24/09/2020,20,2260
Ealing,E09000009,24/09/2020,22,2190
Enfield,E09000010,24/09/2020,24,1709
Greenwich,E09000011,24/09/2020,16,1277
Hackney and City of London,E09000012,24/09/2020,31,1490
Hammersmith and Fulham,E09000013,24/09/2020,18,1120
Haringey,E09000014,24/09/2020,12,1196
Harrow,E09000015,24/09/2020,18,1726
Havering,E09000016,24/09/2020,18,1449
Hillingdon,E09000017,24/09/2020,22,1656
Hounslow,E09000018,24/09/2020,20,1648
Islington,E09000019,24/09/2020,12,883
Kensington and Chelsea,E09000020,24/09/2020,5,848
Kingston upon Thames,E09000021,24/09/2020,12,962
Lambeth,E09000022,24/09/2020,16,1894
Lewisham,E09000023,24/09/2020,17,1574
Merton,E09000024,24/09/2020,9,1161
Newham,E09000025,24/09/2020,33,1945
Redbridge,E09000026,24/09/2020,53,1854
Richmond upon Thames,E09000027,24/09/2020,16,806
Southwark,E09000028,24/09/2020,17,1955
Sutton,E09000029,24/09/2020,2,1204
Tower Hamlets,E09000030,24/09/2020,30,1431
Waltham Forest,E09000031,24/09/2020,21,1472
Wandsworth,E09000032,24/09/2020,21,1743
Westminster,E09000033,24/09/2020,12,1171
Barking and Dagenham,E09000002,25/09/2020,25,1212
Barnet,E09000003,25/09/2020,24,2301
Bexley,E09000004,25/09/2020,3,1350
Brent,E09000005,25/09/2020,24,2302
Bromley,E09000006,25/09/2020,14,1879
Camden,E09000007,25/09/2020,10,1059
Croydon,E09000008,25/09/2020,21,2281
Ealing,E09000009,25/09/2020,31,2221
Enfield,E09000010,25/09/2020,29,1738
Greenwich,E09000011,25/09/2020,17,1294
Hackney and City of London,E09000012,25/09/2020,29,1519
Hammersmith and Fulham,E09000013,25/09/2020,12,1132
Haringey,E09000014,25/09/2020,17,1213
Harrow,E09000015,25/09/2020,14,1740
Havering,E09000016,25/09/2020,16,1465
Hillingdon,E09000017,25/09/2020,26,1682
Hounslow,E09000018,25/09/2020,28,1676
Islington,E09000019,25/09/2020,15,898
Kensington and Chelsea,E09000020,25/09/2020,6,854
Kingston upon Thames,E09000021,25/09/2020,9,971
Lambeth,E09000022,25/09/2020,20,1914
Lewisham,E09000023,25/09/2020,15,1589
Merton,E09000024,25/09/2020,7,1168
Newham,E09000025,25/09/2020,49,1994
Redbridge,E09000026,25/09/2020,28,1882
Richmond upon Thames,E09000027,25/09/2020,8,814
Southwark,E09000028,25/09/2020,29,1984
Sutton,E09000029,25/09/2020,3,1207
Tower Hamlets,E09000030,25/09/2020,34,1465
Waltham Forest,E09000031,25/09/2020,17,1489
Wandsworth,E09000032,25/09/2020,14,1757
Westminster,E09000033,25/09/2020,10,1181
Barking and Dagenham,E09000002,26/09/2020,19,1231
Barnet,E09000003,26/09/2020,21,2322
Bexley,E09000004,26/09/2020,8,1358
Brent,E09000005,26/09/2020,21,2323
Bromley,E09000006,26/09/2020,12,1891
Camden,E09000007,26/09/2020,7,1066
Croydon,E09000008,26/09/2020,23,2304
Ealing,E09000009,26/09/2020,32,2253
Enfield,E09000010,26/09/2020,17,1755
Greenwich,E09000011,26/09/2020,15,1309
Hackney and City of London,E09000012,26/09/2020,16,1535
Hammersmith and Fulham,E09000013,26/09/2020,16,1148
Haringey,E09000014,26/09/2020,20,1233
Harrow,E09000015,26/09/2020,15,1755
Havering,E09000016,26/09/2020,28,1493
Hillingdon,E09000017,26/09/2020,20,1702
Hounslow,E09000018,26/09/2020,26,1702
Islington,E09000019,26/09/2020,13,911
Kensington and Chelsea,E09000020,26/09/2020,3,857
Kingston upon Thames,E09000021,26/09/2020,15,986
Lambeth,E09000022,26/09/2020,16,1930
Lewisham,E09000023,26/09/2020,17,1606
Merton,E09000024,26/09/2020,11,1179
Newham,E09000025,26/09/2020,38,2032
Redbridge,E09000026,26/09/2020,29,1911
Richmond upon Thames,E09000027,26/09/2020,19,833
Southwark,E09000028,26/09/2020,17,2001
Sutton,E09000029,26/09/2020,9,1216
Tower Hamlets,E09000030,26/09/2020,20,1485
Waltham Forest,E09000031,26/09/2020,17,1506
Wandsworth,E09000032,26/09/2020,20,1777
Westminster,E09000033,26/09/2020,13,1194
Barking and Dagenham,E09000002,27/09/2020,8,1239
Barnet,E09000003,27/09/2020,27,2349
Bexley,E09000004,27/09/2020,10,1368
Brent,E09000005,27/09/2020,22,2345
Bromley,E09000006,27/09/2020,9,1900
Camden,E09000007,27/09/2020,11,1077
Croydon,E09000008,27/09/2020,22,2326
Ealing,E09000009,27/09/2020,31,2284
Enfield,E09000010,27/09/2020,22,1777
Greenwich,E09000011,27/09/2020,11,1320
Hackney and City of London,E09000012,27/09/2020,31,1566
Hammersmith and Fulham,E09000013,27/09/2020,10,1158
Haringey,E09000014,27/09/2020,24,1257
Harrow,E09000015,27/09/2020,14,1769
Havering,E09000016,27/09/2020,24,1517
Hillingdon,E09000017,27/09/2020,26,1728
Hounslow,E09000018,27/09/2020,20,1722
Islington,E09000019,27/09/2020,15,926
Kensington and Chelsea,E09000020,27/09/2020,3,860
