LAD11NM,LAD11CD,date,new_cases,total_cases,month,year,day
Croydon,E09000008,9.4.20,43,976,4,2020,9
Ealing,E09000009,9.4.20,29,701,4,2020,9
Enfield,E09000010,9.4.20,30,533,4,2020,9
Greenwich,E09000011,9.4.20,21,484,4,2020,9
Hackney and City of London,E09000012,9.4.20,18,503,4,2020,9
Hammersmith and Fulham,E09000013,9.4.20,10,373,4,2020,9
Haringey,E09000014,9.4.20,20,422,4,2020,9
Harrow,E09000015,9.4.20,31,632,4,2020,9
Havering,E09000016,9.4.20,26,449,4,2020,9
Hillingdon,E09000017,9.4.20,32,491,4,2020,9
Hounslow,E09000018,9.4.20,24,472,4,2020,9
Islington,E09000019,9.4.20,12,333,4,2020,9
Kensington and Chelsea,E09000020,9.4.20,18,366,4,2020,9
Kingston upon Thames,E09000021,9.4.20,19,287,4,2020,9
Lambeth,E09000022,9.4.20,32,879,4,2020,9
Lewisham,E09000023,9.4.20,33,704,4,2020,9
Merton,E09000024,9.4.20,22,482,4,2020,9
Newham,E09000025,9.4.20,40,743,4,2020,9
Redbridge,E09000026,9.4.20,33,515,4,2020,9
Richmond upon Thames,E09000027,9.4.20,9,273,4,2020,9
Southwark,E09000028,9.4.20,41,945,4,2020,9
Sutton,E09000029,9.4.20,23,420,4,2020,9
Tower Hamlets,E09000030,9.4.20,19,479,4,2020,9
Waltham Forest,E09000031,9.4.20,24,523,4,2020,9
Wandsworth,E09000032,9.4.20,24,722,4,2020,9
Westminster,E09000033,9.4.20,19,492,4,2020,9
Barking and Dagenham,E09000002,10.4.20,11,348,4,2020,10
Barnet,E09000003,10.4.20,21,958,4,2020,10
Bexley,E09000004,10.4.20,20,466,4,2020,10
Brent,E09000005,10.4.20,39,1018,4,2020,10
Bromley,E09000006,10.4.20,24,780,4,2020,10
Camden,E09000007,10.4.20,10,436,4,2020,10
Croydon,E09000008,10.4.20,25,1001,4,2020,10
Ealing,E09000009,10.4.20,45,746,4,2020,10
Enfield,E09000010,10.4.20,24,557,4,2020,10
Greenwich,E09000011,10.4.20,19,503,4,2020,10
Hackney and City of London,E09000012,10.4.20,16,519,4,2020,10
Hammersmith and Fulham,E09000013,10.4.20,17,390,4,2020,10
Haringey,E09000014,10.4.20,11,433,4,2020,10
Harrow,E09000015,10.4.20,27,659,4,2020,10
Havering,E09000016,10.4.20,26,475,4,2020,10
Hillingdon,E09000017,10.4.20,20,511,4,2020,10
Hounslow,E09000018,10.4.20,16,488,4,2020,10
Islington,E09000019,10.4.20,4,337,4,2020,10
Kensington and Chelsea,E09000020,10.4.20,11,377,4,2020,10
Kingston upon Thames,E09000021,10.4.20,10,297,4,2020,10
Lambeth,E09000022,10.4.20,17,896,4,2020,10
Lewisham,E09000023,10.4.20,13,717,4,2020,10
Merton,E09000024,10.4.20,14,496,4,2020,10
Newham,E09000025,10.4.20,24,767,4,2020,10
Redbridge,E09000026,10.4.20,11,526,4,2020,10
Richmond upon Thames,E09000027,10.4.20,10,283,4,2020,10
Southwark,E09000028,10.4.20,35,980,4,2020,10
Sutton,E09000029,10.4.20,14,434,4,2020,10
Tower Hamlets,E09000030,10.4.20,18,497,4,2020,10
Waltham Forest,E09000031,10.4.20,24,547,4,2020,10
Wandsworth,E09000032,10.4.20,29,751,4,2020,10
Westminster,E09000033,10.4.20,9,501,4,2020,10
Barking and Dagenham,E09000002,11.4.20,9,357,4,2020,11
Barnet,E09000003,11.4.20,20,978,4,2020,11
Bexley,E09000004,11.4.20,16,482,4,2020,11
Brent,E09000005,11.4.20,22,1040,4,2020,11
Bromley,E09000006,11.4.20,25,805,4,2020,11
Camden,E09000007,11.4.20,9,445,4,2020,11
Croydon,E09000008,11.4.20,24,1025,4,2020,11
Ealing,E09000009,11.4.20,26,772,4,2020,11
Enfield,E09000010,11.4.20,21,578,4,2020,11
Greenwich,E09000011,11.4.20,16,519,4,2020,11
Hackney and City of London,E09000012,11.4.20,15,534,4,2020,11
Hammersmith and Fulham,E09000013,11.4.20,4,394,4,2020,11
Haringey,E09000014,11.4.20,10,443,4,2020,11
Harrow,E09000015,11.4.20,15,674,4,2020,11
Havering,E09000016,11.4.20,18,493,4,2020,11
Hillingdon,E09000017,11.4.20,17,528,4,2020,11
Hounslow,E09000018,11.4.20,9,497,4,2020,11
Islington,E09000019,11.4.20,4,341,4,2020,11
Kensington and Chelsea,E09000020,11.4.20,4,381,4,2020,11
Kingston upon Thames,E09000021,11.4.20,4,301,4,2020,11
Lambeth,E09000022,11.4.20,47,943,4,2020,11
Lewisham,E09000023,11.4.20,15,732,4,2020,11
Merton,E09000024,11.4.20,18,514,4,2020,11
Newham,E09000025,11.4.20,30,797,4,2020,11
Redbridge,E09000026,11.4.20,14,540,4,2020,11
Richmond upon Thames,E09000027,11.4.20,6,289,4,2020,11
Southwark,E09000028,11.4.20,29,1009,4,2020,11
Sutton,E09000029,11.4.20,20,454,4,2020,11
Tower Hamlets,E09000030,11.4.20,13,510,4,2020,11
Waltham Forest,E09000031,11.4.20,16,563,4,2020,11
Wandsworth,E09000032,11.4.20,14,765,4,2020,11
Westminster,E09000033,11.4.20,11,512,4,2020,11
Barking and Dagenham,E09000002,12.4.20,18,375,4,2020,12
Barnet,E09000003,12.4.20,18,996,4,2020,12
Bexley,E09000004,12.4.20,11,493,4,2020,12
Brent,E09000005,12.4.20,27,1067,4,2020,12
Bromley,E09000006,12.4.20,13,818,4,2020,12
Camden,E09000007,12.4.20,8,453,4,2020,12
Croydon,E09000008,12.4.20,32,1057,4,2020,12
Ealing,E09000009,12.4.20,28,800,4,2020,12
Enfield,E09000010,12.4.20,22,600,4,2020,12
Greenwich,E09000011,12.4.20,15,534,4,2020,12
Hackney and City of London,E09000012,12.4.20,11,545,4,2020,12
Hammersmith and Fulham,E09000013,12.4.20,7,401,4,2020,12
Haringey,E09000014,12.4.20,12,455,4,2020,12
Harrow,E09000015,12.4.20,15,689,4,2020,12
Havering,E09000016,12.4.20,24,517,4,2020,12
Hillingdon,E09000017,12.4.20,12,540,4,2020,12
Hounslow,E09000018,12.4.20,13,510,4,2020,12
Islington,E09000019,12.4.20,7,348,4,2020,12
Kensington and Chelsea,E09000020,12.4.20,3,384,4,2020,12
Kingston upon Thames,E09000021,12.4.20,23,324,4,2020,12
Lambeth,E09000022,12.4.20,17,960,4,2020,12
Lewisham,E09000023,12.4.20,19,751,4,2020,12
Merton,E09000024,12.4.20,13,527,4,2020,12
Newham,E09000025,12.4.20,15,812,4,2020,12
Redbridge,E09000026,12.4.20,28,568,4,2020,12
Richmond upon Thames,E09000027,12.4.20,11,300,4,2020,12
Southwark,E09000028,12.4.20,12,1021,4,2020,12
Sutton,E09000029,12.4.20,9,463,4,2020,12
Tower Hamlets,E09000030,12.4.20,15,525,4,2020,12
Waltham Forest,E09000031,12.4.20,22,585,4,2020,12
Wandsworth,E09000032,12.4.20,11,776,4,2020,12
Westminster,E09000033,12.4.20,9,521,4,2020,12
Barking and Dagenham,E09000002,13.4.20,18,393,4,2020,13
Barnet,E09000003,13.4.20,23,1019,4,2020,13
Bexley,E09000004,13.4.20,12,505,4,2020,13
Brent,E09000005,13.4.20,25,1092,4,2020,13
Bromley,E09000006,13.4.20,33,851,4,2020,13
Camden,E09000007,13.4.20,13,466,4,2020,13
Croydon,E09000008,13.4.20,26,1083,4,2020,13
Ealing,E09000009,13.4.20,35,835,4,2020,13
Enfield,E09000010,13.4.20,14,614,4,2020,13
Greenwich,E09000011,13.4.20,12,546,4,2020,13
Hackney and City of London,E09000012,13.4.20,9,554,4,2020,13
Hammersmith and Fulham,E09000013,13.4.20,9,410,4,2020,13
Haringey,E09000014,13.4.20,17,472,4,2020,13
Harrow,E09000015,13.4.20,23,712,4,2020,13
Havering,E09000016,13.4.20,17,534,4,2020,13
Hillingdon,E09000017,13.4.20,17,557,4,2020,13
Hounslow,E09000018,13.4.20,9,519,4,2020,13
Islington,E09000019,13.4.20,7,355,4,2020,13
Kensington and Chelsea,E09000020,13.4.20,7,391,4,2020,13
Kingston upon Thames,E09000021,13.4.20,13,337,4,2020,13
Lambeth,E09000022,13.4.20,17,977,4,2020,13
Lewisham,E09000023,13.4.20,29,780,4,2020,13
Merton,E09000024,13.4.20,21,548,4,2020,13
Newham,E09000025,13.4.20,20,832,4,2020,13
Redbridge,E09000026,13.4.20,21,589,4,2020,13
Richmond upon Thames,E09000027,13.4.20,8,308,4,2020,13
Southwark,E09000028,13.4.20,25,1046,4,2020,13
Sutton,E09000029,13.4.20,57,520,4,2020,13
Tower Hamlets,E09000030,13.4.20,17,542,4,2020,13
Waltham Forest,E09000031,13.4.20,20,605,4,2020,13
Wandsworth,E09000032,13.4.20,17,793,4,2020,13
Westminster,E09000033,13.4.20,10,531,4,2020,13
Barking and Dagenham,E09000002,14.4.20,14,407,4,2020,14
Barnet,E09000003,14.4.20,21,1040,4,2020,14
Bexley,E09000004,14.4.20,25,530,4,2020,14
Brent,E09000005,14.4.20,34,1126,4,2020,14
Bromley,E09000006,14.4.20,22,873,4,2020,14
Camden,E09000007,14.4.20,9,475,4,2020,14
Croydon,E09000008,14.4.20,51,1134,4,2020,14
Ealing,E09000009,14.4.20,26,861,4,2020,14
Enfield,E09000010,14.4.20,38,652,4,2020,14
Greenwich,E09000011,14.4.20,31,577,4,2020,14
Hackney and City of London,E09000012,14.4.20,8,562,4,2020,14
Hammersmith and Fulham,E09000013,14.4.20,9,419,4,2020,14
Haringey,E09000014,14.4.20,10,482,4,2020,14
Harrow,E09000015,14.4.20,17,729,4,2020,14
Havering,E09000016,14.4.20,16,550,4,2020,14
Hillingdon,E09000017,14.4.20,17,574,4,2020,14
Hounslow,E09000018,14.4.20,22,541,4,2020,14
Islington,E09000019,14.4.20,7,362,4,2020,14
Kensington and Chelsea,E09000020,14.4.20,7,398,4,2020,14
Kingston upon Thames,E09000021,14.4.20,19,356,4,2020,14
Lambeth,E09000022,14.4.20,11,988,4,2020,14
Lewisham,E09000023,14.4.20,16,796,4,2020,14
Merton,E09000024,14.4.20,13,561,4,2020,14
Newham,E09000025,14.4.20,17,849,4,2020,14
Redbridge,E09000026,14.4.20,15,604,4,2020,14
Richmond upon Thames,E09000027,14.4.20,9,317,4,2020,14
Southwark,E09000028,14.4.20,22,1068,4,2020,14
Sutton,E09000029,14.4.20,31,551,4,2020,14
Tower Hamlets,E09000030,14.4.20,8,550,4,2020,14
Waltham Forest,E09000031,14.4.20,23,628,4,2020,14
Wandsworth,E09000032,14.4.20,23,816,4,2020,14
Westminster,E09000033,14.4.20,14,545,4,2020,14
Barking and Dagenham,E09000002,15.4.20,12,419,4,2020,15
Barnet,E09000003,15.4.20,24,1064,4,2020,15
Bexley,E09000004,15.4.20,19,549,4,2020,15
Brent,E09000005,15.4.20,30,1156,4,2020,15
Bromley,E09000006,15.4.20,26,899,4,2020,15
Camden,E09000007,15.4.20,21,496,4,2020,15
Croydon,E09000008,15.4.20,43,1177,4,2020,15
Ealing,E09000009,15.4.20,44,905,4,2020,15
Enfield,E09000010,15.4.20,15,667,4,2020,15
Greenwich,E09000011,15.4.20,16,593,4,2020,15
Hackney and City of London,E09000012,15.4.20,12,574,4,2020,15
Hammersmith and Fulham,E09000013,15.4.20,30,449,4,2020,15
Haringey,E09000014,15.4.20,14,496,4,2020,15
Harrow,E09000015,15.4.20,17,746,4,2020,15
Havering,E09000016,15.4.20,21,571,4,2020,15
Hillingdon,E09000017,15.4.20,22,596,4,2020,15
Hounslow,E09000018,15.4.20,17,558,4,2020,15
Islington,E09000019,15.4.20,10,372,4,2020,15
Kensington and Chelsea,E09000020,15.4.20,6,404,4,2020,15
Kingston upon Thames,E09000021,15.4.20,17,373,4,2020,15
Lambeth,E09000022,15.4.20,24,1012,4,2020,15
Lewisham,E09000023,15.4.20,25,821,4,2020,15
Merton,E09000024,15.4.20,14,575,4,2020,15
Newham,E09000025,15.4.20,18,867,4,2020,15
Redbridge,E09000026,15.4.20,12,616,4,2020,15
Richmond upon Thames,E09000027,15.4.20,9,326,4,2020,15
Southwark,E09000028,15.4.20,27,1095,4,2020,15
Sutton,E09000029,15.4.20,34,585,4,2020,15
Tower Hamlets,E09000030,15.4.20,15,565,4,2020,15
Waltham Forest,E09000031,15.4.20,30,658,4,2020,15
Wandsworth,E09000032,15.4.20,21,837,4,2020,15
Westminster,E09000033,15.4.20,15,560,4,2020,15
Barking and Dagenham,E09000002,16.4.20,12,431,4,2020,16
Barnet,E09000003,16.4.20,20,1084,4,2020,16
Bexley,E09000004,16.4.20,23,572,4,2020,16
Brent,E09000005,16.4.20,40,1196,4,2020,16
Bromley,E09000006,16.4.20,29,928,4,2020,16
Camden,E09000007,16.4.20,11,507,4,2020,16
Croydon,E09000008,16.4.20,33,1210,4,2020,16
Ealing,E09000009,16.4.20,24,929,4,2020,16
Enfield,E09000010,16.4.20,22,689,4,2020,16
Greenwich,E09000011,16.4.20,13,606,4,2020,16
Hackney and City of London,E09000012,16.4.20,6,580,4,2020,16
Hammersmith and Fulham,E09000013,16.4.20,25,474,4,2020,16
Haringey,E09000014,16.4.20,5,501,4,2020,16
Harrow,E09000015,16.4.20,23,769,4,2020,16
Havering,E09000016,16.4.20,22,593,4,2020,16
Hillingdon,E09000017,16.4.20,19,615,4,2020,16
Hounslow,E09000018,16.4.20,17,575,4,2020,16
Islington,E09000019,16.4.20,7,379,4,2020,16
Kensington and Chelsea,E09000020,16.4.20,9,413,4,2020,16
Kingston upon Thames,E09000021,16.4.20,19,392,4,2020,16
Lambeth,E09000022,16.4.20,21,1033,4,2020,16
Lewisham,E09000023,16.4.20,17,838,4,2020,16
Merton,E09000024,16.4.20,14,589,4,2020,16
Newham,E09000025,16.4.20,16,883,4,2020,16
Redbridge,E09000026,16.4.20,17,633,4,2020,16
Richmond upon Thames,E09000027,16.4.20,11,337,4,2020,16
Southwark,E09000028,16.4.20,22,1117,4,2020,16
Sutton,E09000029,16.4.20,24,609,4,2020,16
Tower Hamlets,E09000030,16.4.20,12,577,4,2020,16
Waltham Forest,E09000031,16.4.20,13,671,4,2020,16
Wandsworth,E09000032,16.4.20,20,857,4,2020,16
Westminster,E09000033,16.4.20,10,570,4,2020,16
Barking and Dagenham,E09000002,17.4.20,10,441,4,2020,17
Barnet,E09000003,17.4.20,21,1105,4,2020,17
Bexley,E09000004,17.4.20,18,590,4,2020,17
Brent,E09000005,17.4.20,36,1232,4,2020,17
Bromley,E09000006,17.4.20,27,955,4,2020,17
Camden,E09000007,17.4.20,11,518,4,2020,17
Croydon,E09000008,17.4.20,34,1244,4,2020,17
Ealing,E09000009,17.4.20,22,951,4,2020,17
Enfield,E09000010,17.4.20,36,725,4,2020,17
Greenwich,E09000011,17.4.20,12,618,4,2020,17
Hackney and City of London,E09000012,17.4.20,9,589,4,2020,17
Hammersmith and Fulham,E09000013,17.4.20,17,491,4,2020,17
Haringey,E09000014,17.4.20,7,508,4,2020,17
Harrow,E09000015,17.4.20,27,796,4,2020,17
Havering,E09000016,17.4.20,10,603,4,2020,17
Hillingdon,E09000017,17.4.20,33,648,4,2020,17
Hounslow,E09000018,17.4.20,18,593,4,2020,17
Islington,E09000019,17.4.20,12,391,4,2020,17
Kensington and Chelsea,E09000020,17.4.20,8,421,4,2020,17
Kingston upon Thames,E09000021,17.4.20,22,414,4,2020,17
Lambeth,E09000022,17.4.20,12,1045,4,2020,17
Lewisham,E09000023,17.4.20,29,867,4,2020,17
Merton,E09000024,17.4.20,21,610,4,2020,17
Newham,E09000025,17.4.20,16,899,4,2020,17
Redbridge,E09000026,17.4.20,20,653,4,2020,17
Richmond upon Thames,E09000027,17.4.20,7,344,4,2020,17
Southwark,E09000028,17.4.20,16,1133,4,2020,17
Sutton,E09000029,17.4.20,23,632,4,2020,17
Tower Hamlets,E09000030,17.4.20,3,580,4,2020,17
Waltham Forest,E09000031,17.4.20,11,682,4,2020,17
Wandsworth,E09000032,17.4.20,21,878,4,2020,17
Westminster,E09000033,17.4.20,9,579,4,2020,17
Barking and Dagenham,E09000002,18.4.20,7,448,4,2020,18
Barnet,E09000003,18.4.20,15,1120,4,2020,18
Bexley,E09000004,18.4.20,10,600,4,2020,18
Brent,E09000005,18.4.20,29,1261,4,2020,18
Bromley,E09000006,18.4.20,15,970,4,2020,18
Camden,E09000007,18.4.20,15,533,4,2020,18
Croydon,E09000008,18.4.20,33,1277,4,2020,18
Ealing,E09000009,18.4.20,20,971,4,2020,18
Enfield,E09000010,18.4.20,17,742,4,2020,18
Greenwich,E09000011,18.4.20,10,628,4,2020,18
Hackney and City of London,E09000012,18.4.20,6,595,4,2020,18
Hammersmith and Fulham,E09000013,18.4.20,4,495,4,2020,18
Haringey,E09000014,18.4.20,4,512,4,2020,18
Harrow,E09000015,18.4.20,15,811,4,2020,18
Havering,E09000016,18.4.20,11,614,4,2020,18
Hillingdon,E09000017,18.4.20,20,668,4,2020,18
Hounslow,E09000018,18.4.20,14,607,4,2020,18
Islington,E09000019,18.4.20,4,395,4,2020,18
Kensington and Chelsea,E09000020,18.4.20,6,427,4,2020,18
Kingston upon Thames,E09000021,18.4.20,20,434,4,2020,18
Lambeth,E09000022,18.4.20,17,1062,4,2020,18
Lewisham,E09000023,18.4.20,6,873,4,2020,18
Merton,E09000024,18.4.20,9,619,4,2020,18
Newham,E09000025,18.4.20,9,908,4,2020,18
Redbridge,E09000026,18.4.20,7,660,4,2020,18
Richmond upon Thames,E09000027,18.4.20,6,350,4,2020,18
Southwark,E09000028,18.4.20,17,1150,4,2020,18
Sutton,E09000029,18.4.20,19,651,4,2020,18
Tower Hamlets,E09000030,18.4.20,6,586,4,2020,18
Waltham Forest,E09000031,18.4.20,15,697,4,2020,18
Wandsworth,E09000032,18.4.20,13,891,4,2020,18
Westminster,E09000033,18.4.20,3,582,4,2020,18
Barking and Dagenham,E09000002,19.4.20,15,463,4,2020,19
Barnet,E09000003,19.4.20,21,1141,4,2020,19
Bexley,E09000004,19.4.20,22,622,4,2020,19
Brent,E09000005,19.4.20,21,1282,4,2020,19
Bromley,E09000006,19.4.20,13,983,4,2020,19
Camden,E09000007,19.4.20,6,539,4,2020,19
Croydon,E09000008,19.4.20,14,1291,4,2020,19
Ealing,E09000009,19.4.20,17,988,4,2020,19
Enfield,E09000010,19.4.20,13,755,4,2020,19
Greenwich,E09000011,19.4.20,7,635,4,2020,19
Hackney and City of London,E09000012,19.4.20,10,605,4,2020,19
Hammersmith and Fulham,E09000013,19.4.20,6,501,4,2020,19
Haringey,E09000014,19.4.20,17,529,4,2020,19
Harrow,E09000015,19.4.20,27,838,4,2020,19
Havering,E09000016,19.4.20,15,629,4,2020,19
Hillingdon,E09000017,19.4.20,24,692,4,2020,19
Hounslow,E09000018,19.4.20,23,630,4,2020,19
Islington,E09000019,19.4.20,1,396,4,2020,19
Kensington and Chelsea,E09000020,19.4.20,1,428,4,2020,19
Kingston upon Thames,E09000021,19.4.20,10,444,4,2020,19
Lambeth,E09000022,19.4.20,11,1073,4,2020,19
Lewisham,E09000023,19.4.20,11,884,4,2020,19
Merton,E09000024,19.4.20,13,632,4,2020,19
Newham,E09000025,19.4.20,8,916,4,2020,19
Redbridge,E09000026,19.4.20,8,668,4,2020,19
Richmond upon Thames,E09000027,19.4.20,11,361,4,2020,19
Southwark,E09000028,19.4.20,5,1155,4,2020,19
Sutton,E09000029,19.4.20,13,664,4,2020,19
Tower Hamlets,E09000030,19.4.20,6,592,4,2020,19
Waltham Forest,E09000031,19.4.20,19,716,4,2020,19
Wandsworth,E09000032,19.4.20,4,895,4,2020,19
Westminster,E09000033,19.4.20,4,586,4,2020,19
Barking and Dagenham,E09000002,20.4.20,7,470,4,2020,20
Barnet,E09000003,20.4.20,14,1155,4,2020,20
Bexley,E09000004,20.4.20,14,636,4,2020,20
Brent,E09000005,20.4.20,16,1298,4,2020,20
Bromley,E09000006,20.4.20,19,1002,4,2020,20
Camden,E09000007,20.4.20,8,547,4,2020,20
Croydon,E09000008,20.4.20,26,1317,4,2020,20
Ealing,E09000009,20.4.20,22,1010,4,2020,20
Enfield,E09000010,20.4.20,31,786,4,2020,20
Greenwich,E09000011,20.4.20,10,645,4,2020,20
Hackney and City of London,E09000012,20.4.20,14,619,4,2020,20
Hammersmith and Fulham,E09000013,20.4.20,10,511,4,2020,20
Haringey,E09000014,20.4.20,5,534,4,2020,20
Harrow,E09000015,20.4.20,17,855,4,2020,20
Havering,E09000016,20.4.20,14,643,4,2020,20
Hillingdon,E09000017,20.4.20,25,717,4,2020,20
Hounslow,E09000018,20.4.20,14,644,4,2020,20
Islington,E09000019,20.4.20,12,408,4,2020,20
Kensington and Chelsea,E09000020,20.4.20,7,435,4,2020,20
Kingston upon Thames,E09000021,20.4.20,10,454,4,2020,20
Lambeth,E09000022,20.4.20,15,1088,4,2020,20
Lewisham,E09000023,20.4.20,14,898,4,2020,20
Merton,E09000024,20.4.20,13,645,4,2020,20
Newham,E09000025,20.4.20,9,925,4,2020,20
Redbridge,E09000026,20.4.20,17,685,4,2020,20
Richmond upon Thames,E09000027,20.4.20,6,367,4,2020,20
Southwark,E09000028,20.4.20,11,1166,4,2020,20
Sutton,E09000029,20.4.20,11,675,4,2020,20
Tower Hamlets,E09000030,20.4.20,12,604,4,2020,20
Waltham Forest,E09000031,20.4.20,15,731,4,2020,20
Wandsworth,E09000032,20.4.20,10,905,4,2020,20
Westminster,E09000033,20.4.20,4,590,4,2020,20
Barking and Dagenham,E09000002,21.4.20,14,484,4,2020,21
Barnet,E09000003,21.4.20,27,1182,4,2020,21
Bexley,E09000004,21.4.20,15,651,4,2020,21
Brent,E09000005,21.4.20,20,1318,4,2020,21
Bromley,E09000006,21.4.20,11,1013,4,2020,21
Camden,E09000007,21.4.20,6,553,4,2020,21
Croydon,E09000008,21.4.20,25,1342,4,2020,21
Ealing,E09000009,21.4.20,21,1031,4,2020,21
Enfield,E09000010,21.4.20,24,810,4,2020,21
Greenwich,E09000011,21.4.20,10,655,4,2020,21
Hackney and City of London,E09000012,21.4.20,5,624,4,2020,21
Hammersmith and Fulham,E09000013,21.4.20,19,530,4,2020,21
Haringey,E09000014,21.4.20,11,545,4,2020,21
Harrow,E09000015,21.4.20,29,884,4,2020,21
Havering,E09000016,21.4.20,10,653,4,2020,21
Hillingdon,E09000017,21.4.20,14,731,4,2020,21
Hounslow,E09000018,21.4.20,22,666,4,2020,21
Islington,E09000019,21.4.20,4,412,4,2020,21
Kensington and Chelsea,E09000020,21.4.20,6,441,4,2020,21
Kingston upon Thames,E09000021,21.4.20,16,470,4,2020,21
Lambeth,E09000022,21.4.20,13,1101,4,2020,21
Lewisham,E09000023,21.4.20,30,928,4,2020,21
Merton,E09000024,21.4.20,13,658,4,2020,21
Newham,E09000025,21.4.20,12,937,4,2020,21
Redbridge,E09000026,21.4.20,15,700,4,2020,21
Richmond upon Thames,E09000027,21.4.20,10,377,4,2020,21
Southwark,E09000028,21.4.20,18,1184,4,2020,21
Sutton,E09000029,21.4.20,17,692,4,2020,21
Tower Hamlets,E09000030,21.4.20,10,614,4,2020,21
Waltham Forest,E09000031,21.4.20,8,739,4,2020,21
Wandsworth,E09000032,21.4.20,9,914,4,2020,21
Westminster,E09000033,21.4.20,3,593,4,2020,21
Barking and Dagenham,E09000002,22.4.20,9,493,4,2020,22
Barnet,E09000003,22.4.20,11,1193,4,2020,22
Bexley,E09000004,22.4.20,18,669,4,2020,22
Brent,E09000005,22.4.20,17,1335,4,2020,22
Bromley,E09000006,22.4.20,13,1026,4,2020,22
Camden,E09000007,22.4.20,8,561,4,2020,22
Croydon,E09000008,22.4.20,27,1369,4,2020,22
Ealing,E09000009,22.4.20,15,1046,4,2020,22
Enfield,E09000010,22.4.20,26,836,4,2020,22
Greenwich,E09000011,22.4.20,14,669,4,2020,22
Hackney and City of London,E09000012,22.4.20,8,632,4,2020,22
Hammersmith and Fulham,E09000013,22.4.20,23,553,4,2020,22
Haringey,E09000014,22.4.20,7,552,4,2020,22
Harrow,E09000015,22.4.20,20,904,4,2020,22
Havering,E09000016,22.4.20,12,665,4,2020,22
Hillingdon,E09000017,22.4.20,15,746,4,2020,22
Hounslow,E09000018,22.4.20,9,675,4,2020,22
Islington,E09000019,22.4.20,3,415,4,2020,22
Kensington and Chelsea,E09000020,22.4.20,17,458,4,2020,22
Kingston upon Thames,E09000021,22.4.20,10,480,4,2020,22
Lambeth,E09000022,22.4.20,16,1117,4,2020,22
Lewisham,E09000023,22.4.20,7,935,4,2020,22
Merton,E09000024,22.4.20,9,667,4,2020,22
Newham,E09000025,22.4.20,16,953,4,2020,22
Redbridge,E09000026,22.4.20,17,717,4,2020,22
Richmond upon Thames,E09000027,22.4.20,3,380,4,2020,22
Southwark,E09000028,22.4.20,5,1189,4,2020,22
Sutton,E09000029,22.4.20,18,710,4,2020,22
Tower Hamlets,E09000030,22.4.20,7,621,4,2020,22
Waltham Forest,E09000031,22.4.20,9,748,4,2020,22
Wandsworth,E09000032,22.4.20,6,920,4,2020,22
Westminster,E09000033,22.4.20,2,595,4,2020,22
Barking and Dagenham,E09000002,23.4.20,11,504,4,2020,23
Barnet,E09000003,23.4.20,19,1212,4,2020,23
Bexley,E09000004,23.4.20,14,683,4,2020,23
Brent,E09000005,23.4.20,16,1351,4,2020,23
Bromley,E09000006,23.4.20,38,1064,4,2020,23
Camden,E09000007,23.4.20,12,573,4,2020,23
Croydon,E09000008,23.4.20,33,1402,4,2020,23
Ealing,E09000009,23.4.20,17,1063,4,2020,23
Enfield,E09000010,23.4.20,26,862,4,2020,23
Greenwich,E09000011,23.4.20,12,681,4,2020,23
Hackney and City of London,E09000012,23.4.20,8,640,4,2020,23
Hammersmith and Fulham,E09000013,23.4.20,51,604,4,2020,23
Haringey,E09000014,23.4.20,13,565,4,2020,23
Harrow,E09000015,23.4.20,18,922,4,2020,23
Havering,E09000016,23.4.20,14,679,4,2020,23
Hillingdon,E09000017,23.4.20,20,766,4,2020,23
Hounslow,E09000018,23.4.20,15,690,4,2020,23
Islington,E09000019,23.4.20,8,423,4,2020,23
Kensington and Chelsea,E09000020,23.4.20,6,464,4,2020,23
Kingston upon Thames,E09000021,23.4.20,18,498,4,2020,23
Lambeth,E09000022,23.4.20,23,1140,4,2020,23
Lewisham,E09000023,23.4.20,15,950,4,2020,23
Merton,E09000024,23.4.20,10,677,4,2020,23
Newham,E09000025,23.4.20,17,970,4,2020,23
Redbridge,E09000026,23.4.20,14,731,4,2020,23
Richmond upon Thames,E09000027,23.4.20,4,384,4,2020,23
